case_id,label,window_construction,heating_setpoint_c,cooling_setpoint_c,chiller_cop,boiler_efficiency,lighting_primary_w_m2,lighting_secondary_w_m2,infiltration_multiplier,elevator_power_w,eps_thickness_cm,eps_conductivity_w_mk,site_energy_gj,eui_mj_m2,heating_gj,cooling_gj,lighting_gj,equipment_gj,fans_gj,pumps_gj,unmet_heating_hours,unmet_cooling_hours,ashrae55_discomfort_hours,comfort_violation_hours,glass_u_factor,glass_shgc,severe_errors,warnings
case_67593068db6f,"Kazan verimi=0.844226 | Chiller COP=6.96225W/W | Sogutma ayar noktasi=23.9053C | Asansor motoru gucu=630.871W | EPS isil iletkenligi=0.020445W/mK | EPS kalinligi=27.7193cm | Isitma ayar noktasi=23.4053C | Sizdirmazlik carpani=0.953463 | Aydinlatma - ofis, salon, atolye=13.9931W/m2 | Aydinlatma - koridor, merdiven, WC=3.65008W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,23.405321,23.905321,6.962249,0.844226,13.993064,3.650083,0.953463,630.871092,27.71935,0.020445,1954.72,460.35,80.75,959.44,430.05,211.02,247.59,25.87,0.0,1.0,410.5,0.0,1.943,0.591,0,25
case_67bfc20c01c4,"Kazan verimi=0.602491 | Chiller COP=4.89811W/W | Sogutma ayar noktasi=23.5931C | Asansor motoru gucu=1623.31W | EPS isil iletkenligi=0.058233W/mK | EPS kalinligi=24.7027cm | Isitma ayar noktasi=19.5164C | Sizdirmazlik carpani=1.39889 | Aydinlatma - ofis, salon, atolye=14.1587W/m2 | Aydinlatma - koridor, merdiven, WC=7.64662W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,19.516432,23.593146,4.898109,0.602491,14.158744,7.646623,1.398892,1623.309656,24.702703,0.058233,2413.42,568.37,0.52,1415.99,486.11,222.4,269.19,19.21,0.0,4.0,330.0,148.0,1.836,0.595,0,25
case_6ad16c6da96f,"Kazan verimi=0.931251 | Chiller COP=7.95933W/W | Sogutma ayar noktasi=25.5771C | Asansor motoru gucu=4246.18W | EPS isil iletkenligi=0.05828W/mK | EPS kalinligi=26.7723cm | Isitma ayar noktasi=20.7757C | Sizdirmazlik carpani=0.963435 | Aydinlatma - ofis, salon, atolye=5.79188W/m2 | Aydinlatma - koridor, merdiven, WC=6.375W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,20.775691,25.577146,7.959334,0.931251,5.791881,6.374996,0.963435,4246.183002,26.772263,0.05828,1263.5,297.56,0.46,595.76,240.71,252.48,161.78,12.31,0.0,1.67,1457.33,273.0,0.892,0.452,1,25
case_6c11ae5535bc,"Kazan verimi=0.811995 | Chiller COP=3.65613W/W | Sogutma ayar noktasi=22.2491C | Asansor motoru gucu=3891.74W | EPS isil iletkenligi=0.035007W/mK | EPS kalinligi=8.42684cm | Isitma ayar noktasi=16.8498C | Sizdirmazlik carpani=0.385042 | Aydinlatma - ofis, salon, atolye=10.8451W/m2 | Aydinlatma - koridor, merdiven, WC=0.587799W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,16.849765,22.249146,3.656127,0.811995,10.845135,0.587799,0.385042,3891.740658,8.426841,0.035007,2827.13,665.8,0.0,1960.63,304.41,248.41,293.53,20.14,0.0,3.0,981.0,44.0,1.836,0.595,0,25
case_6c6427f6dca7,"Kazan verimi=0.731416 | Chiller COP=6.71735W/W | Sogutma ayar noktasi=24.1051C | Asansor motoru gucu=3551.48W | EPS isil iletkenligi=0.045122W/mK | EPS kalinligi=13.478cm | Isitma ayar noktasi=15.072C | Sizdirmazlik carpani=1.26593 | Aydinlatma - ofis, salon, atolye=12.8333W/m2 | Aydinlatma - koridor, merdiven, WC=4.94766W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,15.071988,24.105146,6.717351,0.731416,12.833301,4.947661,1.265928,3551.476007,13.47797,0.045122,1893.39,445.9,0.0,971.49,415.03,244.51,244.7,17.65,0.0,2.83,403.33,133.0,1.836,0.595,2,25
case_6d180c2b6358,"Kazan verimi=0.731709 | Chiller COP=2.83397W/W | Sogutma ayar noktasi=25.3979C | Asansor motoru gucu=5578.89W | EPS isil iletkenligi=0.040954W/mK | EPS kalinligi=18.7045cm | Isitma ayar noktasi=19.5535C | Sizdirmazlik carpani=0.527978 | Aydinlatma - ofis, salon, atolye=3.9694W/m2 | Aydinlatma - koridor, merdiven, WC=6.01168W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,19.553469,25.397946,2.833969,0.731709,3.969395,6.011675,0.527978,5578.886215,18.704486,0.040954,2228.04,524.72,0.01,1587.92,186.15,267.76,175.34,10.86,0.0,0.0,1927.83,168.0,1.739,0.476,2,25
case_6d938af0e736,"Kazan verimi=0.708854 | Chiller COP=7.46954W/W | Sogutma ayar noktasi=28.3931C | Asansor motoru gucu=2601.57W | EPS isil iletkenligi=0.017588W/mK | EPS kalinligi=27.7544cm | Isitma ayar noktasi=20.5164C | Sizdirmazlik carpani=0.388366 | Aydinlatma - ofis, salon, atolye=3.47235W/m2 | Aydinlatma - koridor, merdiven, WC=1.4961W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,20.516432,28.393146,7.469538,0.708854,3.472354,1.496104,0.388366,2601.570525,27.754427,0.017588,918.88,216.4,0.01,443.43,114.33,233.62,120.18,7.32,0.0,0.0,4142.83,39768.0,1.739,0.476,2,28
case_6f629d16effb,"Kazan verimi=0.792656 | Chiller COP=2.08178W/W | Sogutma ayar noktasi=29.0971C | Asansor motoru gucu=6528.79W | EPS isil iletkenligi=0.023441W/mK | EPS kalinligi=4.42803cm | Isitma ayar noktasi=16.7757C | Sizdirmazlik carpani=1.40554 | Aydinlatma - ofis, salon, atolye=13.3303W/m2 | Aydinlatma - koridor, merdiven, WC=1.98918W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,16.775691,29.097146,2.081783,0.792656,13.330342,1.989183,1.40554,6528.791697,4.42803,0.023441,2777.45,654.11,0.0,1963.67,390.5,278.66,135.25,9.38,0.0,0.0,3947.67,41685.0,1.943,0.591,0,25
case_716eece7857b,"Kazan verimi=0.605714 | Chiller COP=2.44913W/W | Sogutma ayar noktasi=25.8331C | Asansor motoru gucu=5210.27W | EPS isil iletkenligi=0.029201W/mK | EPS kalinligi=6.42744cm | Isitma ayar noktasi=16.9609C | Sizdirmazlik carpani=0.896953 | Aydinlatma - ofis, salon, atolye=12.0877W/m2 | Aydinlatma - koridor, merdiven, WC=5.02552W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,16.960876,25.833146,2.44913,0.605714,12.087739,5.025516,0.896953,5210.266177,6.427435,0.029201,2788.03,656.6,0.0,1934.68,395.63,263.54,182.49,11.69,0.0,0.0,1828.17,392.0,1.739,0.476,0,25
case_72a0b1cadc35,"Kazan verimi=0.757201 | Chiller COP=4.05846W/W | Sogutma ayar noktasi=29.7371C | Asansor motoru gucu=2303.84W | EPS isil iletkenligi=0.038004W/mK | EPS kalinligi=14.6004cm | Isitma ayar noktasi=20.109C | Sizdirmazlik carpani=0.840443 | Aydinlatma - ofis, salon, atolye=10.1824W/m2 | Aydinlatma - koridor, merdiven, WC=6.40095W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,20.109025,29.737146,4.058459,0.757201,10.182413,6.400948,0.840443,2303.838956,14.600444,0.038004,1738.27,409.37,0.0,1013.4,361.22,230.2,124.24,9.21,0.0,0.0,4169.33,45444.0,1.836,0.595,0,25
case_72cd2eeff018,"Kazan verimi=0.960259 | Chiller COP=7.59199W/W | Sogutma ayar noktasi=24.2331C | Asansor motoru gucu=4884.18W | EPS isil iletkenligi=0.027749W/mK | EPS kalinligi=5.41019cm | Isitma ayar noktasi=22.9609C | Sizdirmazlik carpani=0.833795 | Aydinlatma - ofis, salon, atolye=11.0108W/m2 | Aydinlatma - koridor, merdiven, WC=4.58434W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,22.960876,24.233146,7.591987,0.960259,11.010816,4.584339,0.833795,4884.179221,5.410194,0.027749,1750.8,412.32,31.05,845.36,360.47,259.8,231.96,22.18,0.0,0.0,530.0,2.0,1.836,0.595,0,25
case_73bf10166348,"Kazan verimi=0.734639 | Chiller COP=4.39082W/W | Sogutma ayar noktasi=26.3451C | Asansor motoru gucu=7138.43W | EPS isil iletkenligi=0.01609W/mK | EPS kalinligi=24.6676cm | Isitma ayar noktasi=22.4053C | Sizdirmazlik carpani=0.763989 | Aydinlatma - ofis, salon, atolye=10.7623W/m2 | Aydinlatma - koridor, merdiven, WC=2.32655W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,22.405321,26.345146,4.390821,0.734639,10.762295,2.326554,0.763989,7138.432529,24.667626,0.01609,1821.85,429.06,16.88,1014.74,324.56,285.65,166.41,13.61,0.0,0.0,2699.67,34142.0,1.739,0.476,1,28
case_74e0c148242c,"Kazan verimi=0.892573 | Chiller COP=3.42872W/W | Sogutma ayar noktasi=23.7942C | Asansor motoru gucu=7833.14W | EPS isil iletkenligi=0.040861W/mK | EPS kalinligi=14.5654cm | Isitma ayar noktasi=23.2942C | Sizdirmazlik carpani=1.40222 | Aydinlatma - ofis, salon, atolye=6.78596W/m2 | Aydinlatma - koridor, merdiven, WC=1.08088W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,23.29421,23.79421,3.428721,0.892573,6.785963,1.080879,1.402216,7833.139523,14.565366,0.040861,2358.57,555.46,78.61,1558.93,199.67,293.62,205.06,22.69,0.0,4.5,347.17,0.0,0.892,0.452,0,25
case_76bb39d32582,"Kazan verimi=0.902243 | Chiller COP=7.48703W/W | Sogutma ayar noktasi=26.9211C | Asansor motoru gucu=3608.19W | EPS isil iletkenligi=0.043811W/mK | EPS kalinligi=18.6694cm | Isitma ayar noktasi=22.4424C | Sizdirmazlik carpani=1.09308 | Aydinlatma - ofis, salon, atolye=14.4901W/m2 | Aydinlatma - koridor, merdiven, WC=0.691605W/m2 | Cam tipi=penc_cont_6_4mm",penc_cont_6_4mm,22.442358,26.921146,7.48703,0.902243,14.490105,0.691605,1.093075,3608.186782,18.669409,0.043811,1215.51,286.26,55.61,382.37,405.51,245.16,113.81,13.04,0.0,0.0,2378.17,32063.0,1.682,0.353,2,30
case_78b934697084,"Kazan verimi=0.876457 | Chiller COP=4.26837W/W | Sogutma ayar noktasi=22.5051C | Asansor motoru gucu=4855.82W | EPS isil iletkenligi=0.050928W/mK | EPS kalinligi=17.5469cm | Isitma ayar noktasi=19.072C | Sizdirmazlik carpani=0.31856 | Aydinlatma - ofis, salon, atolye=3.22383W/m2 | Aydinlatma - koridor, merdiven, WC=6.71237W/m2 | Cam tipi=penc_cont_6_4mm",penc_cont_6_4mm,19.071988,22.505146,4.268372,0.876457,3.223833,6.712367,0.31856,4855.823833,17.546936,0.050928,1551.22,365.32,0.35,928.84,174.77,259.47,177.75,10.05,0.0,0.0,2113.17,828.0,1.682,0.353,0,25
case_7944d7635cbc,"Kazan verimi=0.699185 | Chiller COP=3.41123W/W | Sogutma ayar noktasi=24.7451C | Asansor motoru gucu=6812.35W | EPS isil iletkenligi=0.059638W/mK | EPS kalinligi=23.6504cm | Isitma ayar noktasi=18.4053C | Sizdirmazlik carpani=0.700831 | Aydinlatma - ofis, salon, atolye=9.68537W/m2 | Aydinlatma - koridor, merdiven, WC=1.88538W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,18.405321,24.745146,3.411229,0.699185,9.685372,1.885377,0.700831,6812.345572,23.650384,0.059638,2523.52,594.3,0.0,1726.98,289.4,281.91,209.88,15.36,0.0,0.0,1259.33,61.0,1.943,0.591,5,25
case_7bd85cccf6cd,"Kazan verimi=0.6608 | Chiller COP=7.11968W/W | Sogutma ayar noktasi=29.8779C | Asansor motoru gucu=4926.71W | EPS isil iletkenligi=0.038051W/mK | EPS kalinligi=16.67cm | Isitma ayar noktasi=22.5535C | Sizdirmazlik carpani=0.401662 | Aydinlatma - ofis, salon, atolye=1.73271W/m2 | Aydinlatma - koridor, merdiven, WC=5.12932W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,22.553469,29.877946,7.119683,0.6608,1.732709,5.129322,0.401662,4926.712302,16.670004,0.038051,935.63,220.35,0.07,460.28,113.55,260.28,94.6,6.84,0.0,0.67,4349.67,47429.0,0.892,0.452,0,25
case_7c43c5a45294,"Kazan verimi=0.950883 | Chiller COP=4.93309W/W | Sogutma ayar noktasi=29.5579C | Asansor motoru gucu=3636.54W | EPS isil iletkenligi=0.020632W/mK | EPS kalinligi=6.53267cm | Isitma ayar noktasi=16.3312C | Sizdirmazlik carpani=0.404986 | Aydinlatma - ofis, salon, atolye=8.35993W/m2 | Aydinlatma - koridor, merdiven, WC=6.03763W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,16.331247,29.557946,4.933095,0.950883,8.359928,6.037626,0.404986,3636.54217,6.532667,0.020632,1510.23,355.67,0.0,827.88,306.65,245.49,121.53,8.68,0.0,0.0,4293.0,46145.0,1.943,0.591,0,25
case_7cc84ccb5c53,"Kazan verimi=0.750755 | Chiller COP=3.55117W/W | Sogutma ayar noktasi=25.2571C | Asansor motoru gucu=2615.75W | EPS isil iletkenligi=0.051022W/mK | EPS kalinligi=21.6861cm | Isitma ayar noktasi=16.6275C | Sizdirmazlik carpani=0.647645 | Aydinlatma - ofis, salon, atolye=14.3244W/m2 | Aydinlatma - koridor, merdiven, WC=4.16911W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,16.627543,25.257146,3.55117,0.750755,14.324425,4.169114,0.647645,2615.748219,21.686056,0.051022,2610.52,614.79,0.0,1708.34,445.81,233.78,206.91,15.69,0.0,0.0,2218.17,93.0,1.943,0.591,1,25
case_80d75c4f3618,referans,penc_std_4mm,22.0,24.0,5.5,0.9,7.0,3.0,1.0,5000.0,5.0,0.039,1921.62,452.55,46.16,1120.96,230.27,261.13,240.19,22.93,0.0,2.83,500.5,1.0,2.718,0.731,0,25
case_84119bcc7621,"Kazan verimi=0.841003 | Chiller COP=3.28878W/W | Sogutma ayar noktasi=28.9051C | Asansor motoru gucu=4529.74W | EPS isil iletkenligi=0.049477W/mK | EPS kalinligi=16.5297cm | Isitma ayar noktasi=16.072C | Sizdirmazlik carpani=1.4554 | Aydinlatma - ofis, salon, atolye=2.14691W/m2 | Aydinlatma - koridor, merdiven, WC=6.27119W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,16.071988,28.905146,3.28878,0.841003,2.14691,6.27119,1.455402,4529.736877,16.529695,0.049477,1370.76,322.82,0.06,850.49,139.61,255.73,118.6,6.27,0.0,0.67,3891.5,37322.0,1.739,0.476,0,25
case_8a58ab18ea41,"Kazan verimi=0.895796 | Chiller COP=7.10219W/W | Sogutma ayar noktasi=23.9771C | Asansor motoru gucu=3920.1W | EPS isil iletkenligi=0.056828W/mK | EPS kalinligi=25.755cm | Isitma ayar noktasi=20.6275C | Sizdirmazlik carpani=0.900277 | Aydinlatma - ofis, salon, atolye=4.71496W/m2 | Aydinlatma - koridor, merdiven, WC=5.93382W/m2",penc_std_4mm,20.627543,23.977146,7.102191,0.895796,4.714958,5.93382,0.900277,3920.096045,25.755022,0.056828,1576.41,371.25,9.12,857.06,205.55,248.74,237.62,18.32,0.0,1.0,634.0,0.0,2.718,0.731,2,25
case_8adc21fad242,"Kazan verimi=0.87675 | Chiller COP=6.38499W/W | Sogutma ayar noktasi=24.1179C | Asansor motoru gucu=6883.23W | EPS isil iletkenligi=0.046761W/mK | EPS kalinligi=22.7735cm | Isitma ayar noktasi=20.9979C | Sizdirmazlik carpani=0.783933 | Aydinlatma - ofis, salon, atolye=8.27709W/m2 | Aydinlatma - koridor, merdiven, WC=7.77638W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,20.997913,24.117946,6.38499,0.87675,8.277088,7.776381,0.783933,6883.234041,22.773452,0.046761,1808.05,425.81,20.12,920.95,326.8,282.72,240.34,17.12,0.0,0.0,875.5,1.0,2.673,0.606,0,25
case_8b4fc9015f12,"Kazan verimi=0.853895 | Chiller COP=5.02056W/W | Sogutma ayar noktasi=27.1131C | Asansor motoru gucu=3905.92W | EPS isil iletkenligi=0.023395W/mK | EPS kalinligi=2.32339cm | Isitma ayar noktasi=21.9609C | Sizdirmazlik carpani=0.644321 | Aydinlatma - ofis, salon, atolye=7.78005W/m2 | Aydinlatma - koridor, merdiven, WC=3.26081W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,21.960876,27.113146,5.020558,0.853895,7.780046,3.26081,0.644321,3905.918351,2.323393,0.023395,1513.4,356.42,0.18,864.4,254.98,248.58,134.76,10.5,0.0,1.0,3878.83,42095.0,0.892,0.452,0,28
case_8be5f70a387b,"Kazan verimi=0.844519 | Chiller COP=3.07887W/W | Sogutma ayar noktasi=24.7579C | Asansor motoru gucu=2658.28W | EPS isil iletkenligi=0.016277W/mK | EPS kalinligi=3.48094cm | Isitma ayar noktasi=15.3312C | Sizdirmazlik carpani=1.41551 | Aydinlatma - ofis, salon, atolye=5.12916W/m2 | Aydinlatma - koridor, merdiven, WC=4.7141W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,15.331247,24.757946,3.078867,0.844519,5.129159,4.714097,1.415512,2658.2813,3.480943,0.016277,2203.63,518.97,0.0,1575.19,201.16,234.27,180.6,12.41,0.0,3.67,788.33,598.0,0.892,0.452,0,25
case_8dd1651f8cc2,"Kazan verimi=0.689515 | Chiller COP=5.89519W/W | Sogutma ayar noktasi=27.2411C | Asansor motoru gucu=5238.62W | EPS isil iletkenligi=0.051069W/mK | EPS kalinligi=23.7556cm | Isitma ayar noktasi=20.4424C | Sizdirmazlik carpani=1.40886 | Aydinlatma - ofis, salon, atolye=5.95756W/m2 | Aydinlatma - koridor, merdiven, WC=2.89749W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,20.442358,27.241146,5.895194,0.689515,5.957561,2.897488,1.408864,5238.621565,23.755616,0.051069,1355.14,319.14,37.67,680.4,200.41,263.86,158.99,13.8,0.0,2.33,3224.0,32981.0,2.673,0.606,0,25
case_8e1ca19bb34a,"Kazan verimi=0.634722 | Chiller COP=2.92143W/W | Sogutma ayar noktasi=24.4891C | Asansor motoru gucu=5848.26W | EPS isil iletkenligi=0.043717W/mK | EPS kalinligi=14.5303cm | Isitma ayar noktasi=16.1831C | Sizdirmazlik carpani=0.767313 | Aydinlatma - ofis, salon, atolye=3.38951W/m2 | Aydinlatma - koridor, merdiven, WC=3.23486W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,16.183099,24.489146,2.921433,0.634722,3.389514,3.234858,0.767313,5848.262397,14.530289,0.043717,2536.47,597.35,0.0,1910.37,134.48,270.85,206.22,14.56,0.0,0.0,797.67,159.0,1.943,0.591,0,25
case_8e7db0077790,"Kazan verimi=0.728193 | Chiller COP=4.42581W/W | Sogutma ayar noktasi=23.0811C | Asansor motoru gucu=1665.84W | EPS isil iletkenligi=0.023488W/mK | EPS kalinligi=6.49759cm | Isitma ayar noktasi=18.2201C | Sizdirmazlik carpani=0.970083 | Aydinlatma - ofis, salon, atolye=4.96348W/m2 | Aydinlatma - koridor, merdiven, WC=0.717557W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,18.220136,23.081146,4.425806,0.728193,4.963478,0.717557,0.970083,1665.842737,6.49759,0.023488,1991.2,468.94,1.51,1339.88,145.1,222.89,265.55,16.28,0.0,2.0,849.17,3182.0,2.673,0.606,0,25
case_918122cce0cf,"Kazan verimi=0.95059 | Chiller COP=3.53368W/W | Sogutma ayar noktasi=26.7291C | Asansor motoru gucu=1609.13W | EPS isil iletkenligi=0.024799W/mK | EPS kalinligi=1.27107cm | Isitma ayar noktasi=20.8498C | Sizdirmazlik carpani=1.14294 | Aydinlatma - ofis, salon, atolye=3.30667W/m2 | Aydinlatma - koridor, merdiven, WC=4.97361W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,20.849765,26.729146,3.533678,0.95059,3.306673,4.973612,1.142936,1609.131962,1.271074,0.024799,1765.45,415.77,33.09,1176.31,154.62,222.24,164.86,14.33,0.0,1.0,2950.5,32016.0,2.673,0.606,0,25
case_927b3c3a24f3,"Kazan verimi=0.770094 | Chiller COP=7.57449W/W | Sogutma ayar noktasi=25.7051C | Asansor motoru gucu=3877.56W | EPS isil iletkenligi=0.046574W/mK | EPS kalinligi=14.4952cm | Isitma ayar noktasi=18.072C | Sizdirmazlik carpani=1.32909 | Aydinlatma - ofis, salon, atolye=13.9102W/m2 | Aydinlatma - koridor, merdiven, WC=5.38884W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,18.071988,25.705146,7.574494,0.770094,13.910224,5.388837,1.329086,3877.562964,14.495212,0.046574,1615.97,380.57,0.39,695.75,450.2,248.25,208.02,13.37,0.0,2.33,2245.17,1698.0,2.673,0.606,0,25
case_92fa43a95940,"Kazan verimi=0.838073 | Chiller COP=7.85438W/W | Sogutma ayar noktasi=29.8011C | Asansor motoru gucu=2970.19W | EPS isil iletkenligi=0.029295W/mK | EPS kalinligi=10.5666cm | Isitma ayar noktasi=23.2201C | Sizdirmazlik carpani=1.22271 | Aydinlatma - ofis, salon, atolye=9.27117W/m2 | Aydinlatma - koridor, merdiven, WC=2.48226W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,23.220136,29.801146,7.854377,0.838073,9.271171,2.482263,1.222715,2970.190563,10.566555,0.029295,1174.87,276.69,108.95,405.07,285.75,237.85,122.75,14.49,0.0,0.17,3466.5,38022.0,2.673,0.606,0,25
case_94640a28e3f3,"Kazan verimi=0.641168 | Chiller COP=3.30627W/W | Sogutma ayar noktasi=27.4331C | Asansor motoru gucu=5536.35W | EPS isil iletkenligi=0.030699W/mK | EPS kalinligi=7.44468cm | Isitma ayar noktasi=19.9609C | Sizdirmazlik carpani=0.960111 | Aydinlatma - ofis, salon, atolye=13.1647W/m2 | Aydinlatma - koridor, merdiven, WC=5.46669W/m2 | Cam tipi=penc_cont_6_4mm",penc_cont_6_4mm,19.960876,27.433146,3.306272,0.641168,13.164662,5.466692,0.960111,5536.353134,7.444677,0.030699,1636.49,385.4,5.26,818.39,430.8,267.28,107.19,7.58,0.0,0.0,2895.83,34862.0,1.682,0.353,2,28
case_96a28c6b7502,"Kazan verimi=0.873234 | Chiller COP=6.5949W/W | Sogutma ayar noktasi=28.2651C | Asansor motoru gucu=1268.87W | EPS isil iletkenligi=0.034961W/mK | EPS kalinligi=6.35728cm | Isitma ayar noktasi=21.7387C | Sizdirmazlik carpani=0.823823 | Aydinlatma - ofis, salon, atolye=5.29484W/m2 | Aydinlatma - koridor, merdiven, WC=1.85943W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,21.738654,28.265146,6.594902,0.873234,5.294839,1.859426,0.823823,1268.867312,6.357281,0.034961,1036.23,244.04,12.27,500.21,168.89,218.33,126.52,10.01,0.0,0.0,3584.0,37389.0,1.739,0.476,0,27
case_9960415ea983,"Kazan verimi=0.7153 | Chiller COP=2.69403W/W | Sogutma ayar noktasi=23.6571C | Asansor motoru gucu=2289.66W | EPS isil iletkenligi=0.04957W/mK | EPS kalinligi=20.6688cm | Isitma ayar noktasi=22.6275C | Sizdirmazlik carpani=0.581163 | Aydinlatma - ofis, salon, atolye=13.2475W/m2 | Aydinlatma - koridor, merdiven, WC=3.72794W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,22.627543,23.657146,2.694028,0.7153,13.247502,3.727938,0.581163,2289.661262,20.668815,0.04957,3431.05,808.03,109.84,2396.91,410.65,230.04,260.35,23.26,0.0,0.0,804.0,0.0,2.673,0.606,0,25
case_9cee4cc86b08,"Kazan verimi=0.621829 | Chiller COP=7.73193W/W | Sogutma ayar noktasi=26.2811C | Asansor motoru gucu=687.582W | EPS isil iletkenligi=0.019133W/mK | EPS kalinligi=3.44587cm | Isitma ayar noktasi=19.8868C | Sizdirmazlik carpani=0.780609 | Aydinlatma - ofis, salon, atolye=1.64987W/m2 | Aydinlatma - koridor, merdiven, WC=6.86808W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,19.886802,26.281146,7.731928,0.621829,1.649869,6.868076,0.780609,687.581867,3.445866,0.019133,1140.43,268.58,0.28,617.84,133.7,211.67,165.05,11.88,0.0,0.0,3192.83,35858.0,1.943,0.591,0,25
case_9ee5b62c8c38,"Kazan verimi=0.886127 | Chiller COP=3.04388W/W | Sogutma ayar noktasi=28.0091C | Asansor motoru gucu=645.049W | EPS isil iletkenligi=0.053878W/mK | EPS kalinligi=21.651cm | Isitma ayar noktasi=18.5164C | Sizdirmazlik carpani=1.20942 | Aydinlatma - ofis, salon, atolye=10.928W/m2 | Aydinlatma - koridor, merdiven, WC=6.32309W/m2",penc_std_4mm,18.516432,28.009146,3.043882,0.886127,10.927975,6.323093,1.209418,645.048786,21.650979,0.053878,2235.86,526.56,0.15,1478.73,380.62,211.18,154.24,10.94,0.0,0.83,3534.17,39428.0,2.718,0.731,0,25
case_a0844ff7ffa4,"Kazan verimi=0.6734 | Chiller COP=6.6124W/W | Sogutma ayar noktasi=26.7931C | Asansor motoru gucu=2275.48W | EPS isil iletkenligi=0.016137W/mK | EPS kalinligi=26.7372cm | Isitma ayar noktasi=17.5164C | Sizdirmazlik carpani=0.325208 | Aydinlatma - ofis, salon, atolye=2.39543W/m2 | Aydinlatma - koridor, merdiven, WC=1.05493W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,17.516432,26.793146,6.612395,0.6734,2.395431,1.054927,0.325208,2275.483569,26.737186,0.016137,1172.56,276.14,0.0,703.72,79.16,229.88,149.34,10.46,0.0,0.0,4268.67,39657.0,1.943,0.591,0,25
case_a1eae4753f5e,"Kazan verimi=0.818441 | Chiller COP=4.16341W/W | Sogutma ayar noktasi=25.5131C | Asansor motoru gucu=3579.83W | EPS isil iletkenligi=0.021943W/mK | EPS kalinligi=1.30615cm | Isitma ayar noktasi=17.9609C | Sizdirmazlik carpani=0.577839 | Aydinlatma - ofis, salon, atolye=6.70312W/m2 | Aydinlatma - koridor, merdiven, WC=2.81963W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,17.960876,25.513146,4.163415,0.818441,6.703123,2.819633,0.577839,3579.831395,1.306151,0.021943,1953.74,460.12,0.0,1290.51,219.82,244.84,185.22,13.36,0.0,0.0,2703.17,200.0,1.943,0.591,5,25
case_a1f2ee4aff1e,"Kazan verimi=0.805841 | Chiller COP=4.6707W/W | Sogutma ayar noktasi=28.5979C | Asansor motoru gucu=6231.06W | EPS isil iletkenligi=0.043858W/mK | EPS kalinligi=20.739cm | Isitma ayar noktasi=17.5535C | Sizdirmazlik carpani=0.657618 | Aydinlatma - ofis, salon, atolye=6.12324W/m2 | Aydinlatma - koridor, merdiven, WC=6.89403W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,17.553469,28.597946,4.670704,0.805841,6.123242,6.894028,0.657618,6231.060128,20.738969,0.043858,1485.26,349.79,0.0,829.58,256.47,275.24,115.16,8.8,0.0,1.17,4218.5,46185.0,0.892,0.452,1,25
