case_id,label,window_construction,heating_setpoint_c,cooling_setpoint_c,chiller_cop,boiler_efficiency,lighting_primary_w_m2,lighting_secondary_w_m2,infiltration_multiplier,elevator_power_w,eps_thickness_cm,eps_conductivity_w_mk,site_energy_gj,eui_mj_m2,heating_gj,cooling_gj,lighting_gj,equipment_gj,fans_gj,pumps_gj,unmet_heating_hours,unmet_cooling_hours,ashrae55_discomfort_hours,comfort_violation_hours,glass_u_factor,glass_shgc,severe_errors,warnings
case_a241121ae80f,"Kazan verimi=0.870011 | Chiller COP=4.30336W/W | Sogutma ayar noktasi=27.5611C | Asansor motoru gucu=6869.06W | EPS isil iletkenligi=0.058327W/mK | EPS kalinligi=28.8418cm | Isitma ayar noktasi=15.8868C | Sizdirmazlik carpani=0.524654 | Aydinlatma - ofis, salon, atolye=11.3422W/m2 | Aydinlatma - koridor, merdiven, WC=5.10337W/m2",penc_std_4mm,15.886802,27.561146,4.303357,0.870011,11.342176,5.10337,0.524654,6869.056348,28.841823,0.058327,1973.03,464.66,0.0,1144.13,376.23,282.56,158.55,11.56,0.0,0.0,3791.33,41109.0,2.718,0.731,0,25
case_a24bfde4e510,"Kazan verimi=0.770387 | Chiller COP=3.69111W/W | Sogutma ayar noktasi=26.9979C | Asansor motoru gucu=5904.97W | EPS isil iletkenligi=0.042406W/mK | EPS kalinligi=19.7217cm | Isitma ayar noktasi=23.5535C | Sizdirmazlik carpani=0.591136 | Aydinlatma - ofis, salon, atolye=5.04632W/m2 | Aydinlatma - koridor, merdiven, WC=6.45285W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,23.553469,26.997946,3.691112,0.770387,5.046318,6.452851,0.591136,5904.973172,19.721728,0.042406,1984.94,467.47,19.52,1302.6,221.31,271.5,155.75,14.26,0.0,0.33,3870.0,40483.0,1.943,0.591,0,25
case_a9caa19d75b2,"Kazan verimi=0.879974 | Chiller COP=3.93601W/W | Sogutma ayar noktasi=26.3579C | Asansor motoru gucu=2984.37W | EPS isil iletkenligi=0.017729W/mK | EPS kalinligi=4.49818cm | Isitma ayar noktasi=18.3312C | Sizdirmazlik carpani=1.47867 | Aydinlatma - ofis, salon, atolye=6.20608W/m2 | Aydinlatma - koridor, merdiven, WC=5.15527W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,18.331247,26.357946,3.93601,0.879974,6.206082,5.155273,1.47867,2984.368257,4.498184,0.017729,1927.27,453.88,0.27,1264.63,236.32,238.01,175.56,12.48,0.0,2.5,3282.0,35854.0,1.836,0.595,0,25
case_aa79b68dfff9,"Kazan verimi=0.773317 | Chiller COP=5.24796W/W | Sogutma ayar noktasi=27.9451C | Asansor motoru gucu=7464.52W | EPS isil iletkenligi=0.017541W/mK | EPS kalinligi=25.6849cm | Isitma ayar noktasi=16.4053C | Sizdirmazlik carpani=0.827147 | Aydinlatma - ofis, salon, atolye=11.8392W/m2 | Aydinlatma - koridor, merdiven, WC=2.76773W/m2 | Cam tipi=penc_cont_6_4mm",penc_cont_6_4mm,16.405321,27.945146,5.247963,0.773317,11.839218,2.76773,0.827147,7464.519486,25.684867,0.017541,1221.87,287.76,0.0,471.38,359.72,289.39,95.98,5.39,0.0,0.0,3198.0,36453.0,1.682,0.353,0,23
case_ab6c1248433a,"Kazan verimi=0.637945 | Chiller COP=5.75525W/W | Sogutma ayar noktasi=25.1931C | Asansor motoru gucu=1949.4W | EPS isil iletkenligi=0.059685W/mK | EPS kalinligi=25.7199cm | Isitma ayar noktasi=23.5164C | Sizdirmazlik carpani=1.46205 | Aydinlatma - ofis, salon, atolye=1.23567W/m2 | Aydinlatma - koridor, merdiven, WC=0.613751W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,23.516432,25.193146,5.755252,0.637945,1.235668,0.613751,1.46205,1949.396612,25.719944,0.059685,1630.55,384.0,312.26,828.8,41.73,226.14,195.78,25.84,1.17,2.83,1555.33,72.0,2.673,0.606,0,25
case_ab80cc8f2f4e,"Kazan verimi=0.928028 | Chiller COP=4.40831W/W | Sogutma ayar noktasi=24.8731C | Asansor motoru gucu=659.226W | EPS isil iletkenligi=0.042312W/mK | EPS kalinligi=15.5826cm | Isitma ayar noktasi=17.2942C | Sizdirmazlik carpani=1.46537 | Aydinlatma - ofis, salon, atolye=7.86289W/m2 | Aydinlatma - koridor, merdiven, WC=1.52205W/m2 | Cam tipi=penc_cont_6_4mm",penc_cont_6_4mm,17.29421,24.873146,4.408313,0.928028,7.862887,1.522055,1.465374,659.22648,15.582608,0.042312,1296.76,305.4,1.59,700.08,234.83,211.34,140.73,8.19,0.0,0.0,1190.33,5628.0,1.682,0.353,0,25
case_ad2ee2148ff5,"Kazan verimi=0.657284 | Chiller COP=2.58907W/W | Sogutma ayar noktasi=27.8811C | Asansor motoru gucu=1013.67W | EPS isil iletkenligi=0.020585W/mK | EPS kalinligi=4.46311cm | Isitma ayar noktasi=21.2201C | Sizdirmazlik carpani=0.843767 | Aydinlatma - ofis, salon, atolye=2.80963W/m2 | Aydinlatma - koridor, merdiven, WC=7.30925W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,21.220136,27.881146,2.589071,0.657284,2.809632,7.309253,0.843767,1013.668824,4.463107,0.020585,1847.76,435.16,8.3,1311.7,171.13,215.41,132.16,9.06,0.0,0.0,3458.83,36691.0,1.739,0.476,0,25
case_afa525f568cf,"Kazan verimi=0.94766 | Chiller COP=2.09928W/W | Sogutma ayar noktasi=27.3179C | Asansor motoru gucu=7535.41W | EPS isil iletkenligi=0.049664W/mK | EPS kalinligi=24.8079cm | Isitma ayar noktasi=17.9979C | Sizdirmazlik carpani=0.910249 | Aydinlatma - ofis, salon, atolye=10.4309W/m2 | Aydinlatma - koridor, merdiven, WC=1.18468W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,17.997913,27.317946,2.099275,0.94766,10.430934,1.184685,0.910249,7535.407954,24.807935,0.049664,2808.47,661.41,0.0,2071.29,300.77,290.2,135.79,10.42,0.0,0.0,3885.67,42079.0,0.892,0.452,0,25
case_b08d153a7f82,"Kazan verimi=0.77361 | Chiller COP=7.36458W/W | Sogutma ayar noktasi=29.2379C | Asansor motoru gucu=2006.11W | EPS isil iletkenligi=0.058374W/mK | EPS kalinligi=1.41138cm | Isitma ayar noktasi=19.9979C | Sizdirmazlik carpani=1.2892 | Aydinlatma - ofis, salon, atolye=2.97531W/m2 | Aydinlatma - koridor, merdiven, WC=3.83174W/m2",penc_std_4mm,19.997913,29.237946,7.364581,0.77361,2.975313,3.831744,1.289197,2006.107387,1.411383,0.058374,973.13,229.18,15.61,465.88,130.83,226.79,122.89,11.12,0.0,2.0,3759.17,38979.0,2.718,0.731,0,25
case_b1dfe4b9e55b,"Kazan verimi=0.670176 | Chiller COP=3.77858W/W | Sogutma ayar noktasi=26.0891C | Asansor motoru gucu=6174.35W | EPS isil iletkenligi=0.045169W/mK | EPS kalinligi=15.5475cm | Isitma ayar noktasi=19.1831C | Sizdirmazlik carpani=0.830471 | Aydinlatma - ofis, salon, atolye=4.46644W/m2 | Aydinlatma - koridor, merdiven, WC=3.67604W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,19.183099,26.089146,3.778576,0.670176,4.466437,3.676035,0.830471,6174.349353,15.54753,0.045169,1777.17,418.53,0.01,1174.78,169.64,274.59,147.19,10.96,0.0,0.0,2532.5,36163.0,0.892,0.452,0,25
case_b7d3be70c748,"Kazan verimi=0.911912 | Chiller COP=5.12551W/W | Sogutma ayar noktasi=24.4251C | Asansor motoru gucu=5181.91W | EPS isil iletkenligi=0.05238W/mK | EPS kalinligi=18.5642cm | Isitma ayar noktasi=23.072C | Sizdirmazlik carpani=0.381717 | Aydinlatma - ofis, salon, atolye=4.30076W/m2 | Aydinlatma - koridor, merdiven, WC=7.15354W/m2",penc_std_4mm,23.071988,24.425146,5.125514,0.911912,4.300756,7.153543,0.381717,5181.91079,18.564177,0.05238,1939.12,456.67,54.96,1172.07,209.94,263.21,218.4,20.55,0.0,0.0,2960.33,12.0,2.718,0.731,0,28
case_ba03665cd7dc,"Kazan verimi=0.860342 | Chiller COP=6.24505W/W | Sogutma ayar noktasi=22.0571C | Asansor motoru gucu=3594.01W | EPS isil iletkenligi=0.055377W/mK | EPS kalinligi=24.7378cm | Isitma ayar noktasi=17.6275C | Sizdirmazlik carpani=0.837119 | Aydinlatma - ofis, salon, atolye=3.63803W/m2 | Aydinlatma - koridor, merdiven, WC=5.49264W/m2",penc_std_4mm,17.627543,22.057146,6.245048,0.860342,3.638034,5.492644,0.837119,3594.009089,24.73778,0.055377,1868.87,440.13,0.03,1121.74,170.38,245.0,311.1,20.61,0.0,3.33,635.83,1467.0,2.718,0.731,3,25
case_be30d898f5b5,"Kazan verimi=0.924805 | Chiller COP=6.73484W/W | Sogutma ayar noktasi=22.3131C | Asansor motoru gucu=4558.09W | EPS isil iletkenligi=0.026298W/mK | EPS kalinligi=4.39295cm | Isitma ayar noktasi=18.9609C | Sizdirmazlik carpani=0.770637 | Aydinlatma - ofis, salon, atolye=9.93389W/m2 | Aydinlatma - koridor, merdiven, WC=4.14316W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,18.960876,22.313146,6.734844,0.924805,9.933892,4.143163,0.770637,4558.092264,4.392953,0.026298,1925.57,453.48,2.29,1010.81,325.31,256.06,311.74,19.37,0.0,0.67,481.17,1808.0,2.673,0.606,0,25
case_bee8756df6c4,"Kazan verimi=0.760424 | Chiller COP=7.60948W/W | Sogutma ayar noktasi=24.3868C | Asansor motoru gucu=5890.8W | EPS isil iletkenligi=0.053972W/mK | EPS kalinligi=25.7901cm | Isitma ayar noktasi=23.8868C | Sizdirmazlik carpani=0.33518 | Aydinlatma - ofis, salon, atolye=8.11141W/m2 | Aydinlatma - koridor, merdiven, WC=3.77984W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,23.886802,24.386802,7.609479,0.760424,8.111407,3.779841,0.33518,5890.795478,25.790099,0.053972,1597.56,376.24,138.41,694.13,270.74,271.34,203.8,19.14,0.0,0.0,3083.83,2.0,1.739,0.476,0,25
case_c1f8d6e20c98,"Kazan verimi=0.696255 | Chiller COP=7.97683W/W | Sogutma ayar noktasi=23.7979C | Asansor motoru gucu=5252.8W | EPS isil iletkenligi=0.039503W/mK | EPS kalinligi=17.6872cm | Isitma ayar noktasi=16.5535C | Sizdirmazlik carpani=0.46482 | Aydinlatma - ofis, salon, atolye=2.89247W/m2 | Aydinlatma - koridor, merdiven, WC=5.5705W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,16.553469,23.797946,7.976826,0.696255,2.892472,5.570498,0.46482,5252.799259,17.687245,0.039503,1419.77,334.36,0.0,763.94,150.98,264.02,224.76,16.07,0.0,1.17,1300.83,12.0,1.836,0.595,0,25
case_c24f193d384b,"Kazan verimi=0.986044 | Chiller COP=4.51327W/W | Sogutma ayar noktasi=28.3291C | Asansor motoru gucu=1935.22W | EPS isil iletkenligi=0.026251W/mK | EPS kalinligi=2.28831cm | Isitma ayar noktasi=23.8498C | Sizdirmazlik carpani=1.20609 | Aydinlatma - ofis, salon, atolye=4.3836W/m2 | Aydinlatma - koridor, merdiven, WC=5.41479W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,23.849765,28.329146,4.51327,0.986044,4.383597,5.414789,1.206094,1935.218918,2.288315,0.026251,1530.06,360.34,42.03,917.57,189.79,225.98,138.9,15.81,0.0,0.17,3844.33,41067.0,1.836,0.595,0,25
case_c7667e02e457,"Kazan verimi=0.686292 | Chiller COP=3.06137W/W | Sogutma ayar noktasi=26.5371C | Asansor motoru gucu=1651.67W | EPS isil iletkenligi=0.035101W/mK | EPS kalinligi=12.566cm | Isitma ayar noktasi=23.109C | Sizdirmazlik carpani=0.714127 | Aydinlatma - ofis, salon, atolye=8.02857W/m2 | Aydinlatma - koridor, merdiven, WC=5.5186W/m2",penc_std_4mm,23.109025,26.537146,3.061374,0.686292,8.028567,5.518595,0.714127,1651.665043,12.565961,0.035101,2436.0,573.69,51.99,1678.47,290.89,222.72,174.43,17.5,0.0,0.0,2976.83,37227.0,2.718,0.731,0,25
case_c9c78d605118,"Kazan verimi=0.779763 | Chiller COP=6.47245W/W | Sogutma ayar noktasi=22.8891C | Asansor motoru gucu=7152.61W | EPS isil iletkenligi=0.049524W/mK | EPS kalinligi=18.5993cm | Isitma ayar noktasi=20.1831C | Sizdirmazlik carpani=1.01995 | Aydinlatma - ofis, salon, atolye=7.69721W/m2 | Aydinlatma - koridor, merdiven, WC=4.99956W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,20.183099,22.889146,6.472453,0.779763,7.697206,4.999564,1.019945,7152.610223,18.599255,0.049524,1883.89,443.67,2.38,1028.64,275.13,285.81,272.68,19.25,0.0,1.67,374.5,0.0,1.943,0.591,0,25
case_ca31dd301057,"Kazan verimi=0.918358 | Chiller COP=6.35W/W | Sogutma ayar noktasi=27.3691C | Asansor motoru gucu=4870W | EPS isil iletkenligi=0.039362W/mK | EPS kalinligi=11.4786cm | Isitma ayar noktasi=15.1831C | Sizdirmazlik carpani=0.574515 | Aydinlatma - ofis, salon, atolye=14.0759W/m2 | Aydinlatma - koridor, merdiven, WC=1.91133W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,15.183099,27.369146,6.350004,0.918358,14.075904,1.911329,0.574515,4870.001527,11.478565,0.039362,1557.46,366.79,0.0,737.16,409.9,259.63,139.51,11.25,0.0,1.83,4121.67,44662.0,0.892,0.452,1,25
case_cca6152bb7b9,"Kazan verimi=0.815218 | Chiller COP=7.3296W/W | Sogutma ayar noktasi=24.8091C | Asansor motoru gucu=7478.7W | EPS isil iletkenligi=0.050975W/mK | EPS kalinligi=19.6165cm | Isitma ayar noktasi=21.5164C | Sizdirmazlik carpani=1.0831 | Aydinlatma - ofis, salon, atolye=8.77413W/m2 | Aydinlatma - koridor, merdiven, WC=5.44074W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,21.516432,24.809146,7.329596,0.815218,8.774129,5.44074,1.083102,7478.697179,19.616496,0.050975,1512.89,356.3,19.46,676.06,310.29,289.55,202.74,14.78,0.0,1.17,607.83,28.0,1.739,0.476,0,25
case_cd0b05a7ca07,"Kazan verimi=0.625346 | Chiller COP=6.26254W/W | Sogutma ayar noktasi=28.2779C | Asansor motoru gucu=4600.63W | EPS isil iletkenligi=0.0366W/mK | EPS kalinligi=15.6528cm | Isitma ayar noktasi=18.5535C | Sizdirmazlik carpani=0.338504 | Aydinlatma - ofis, salon, atolye=14.6558W/m2 | Aydinlatma - koridor, merdiven, WC=4.68814W/m2",penc_std_4mm,18.553469,28.277946,6.262541,0.625346,14.655786,4.688145,0.338504,4600.625346,15.652762,0.0366,1659.83,390.9,0.0,780.91,461.57,256.54,149.94,10.86,0.0,0.0,4291.17,43850.0,2.718,0.731,0,25
case_cf945160c3f7,"Kazan verimi=0.873527 | Chiller COP=2.71152W/W | Sogutma ayar noktasi=23.4011C | Asansor motoru gucu=3296.28W | EPS isil iletkenligi=0.030793W/mK | EPS kalinligi=11.5838cm | Isitma ayar noktasi=17.2201C | Sizdirmazlik carpani=1.28587 | Aydinlatma - ofis, salon, atolye=10.3481W/m2 | Aydinlatma - koridor, merdiven, WC=2.92344W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,17.220136,23.401146,2.71152,0.873527,10.348094,2.923439,1.285873,3296.27752,11.583797,0.030793,3290.41,774.91,0.0,2447.98,320.92,241.59,261.72,18.2,0.0,3.83,404.33,313.0,1.836,0.595,0,25
case_d09db6127202,"Kazan verimi=0.908982 | Chiller COP=3.56866W/W | Sogutma ayar noktasi=23.4779C | Asansor motoru gucu=3622.36W | EPS isil iletkenligi=0.032245W/mK | EPS kalinligi=12.601cm | Isitma ayar noktasi=20.2201C | Sizdirmazlik carpani=1.34903 | Aydinlatma - ofis, salon, atolye=11.425W/m2 | Aydinlatma - koridor, merdiven, WC=3.36462W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,20.220136,23.477946,3.568663,0.908982,11.425017,3.364616,1.34903,3622.364476,12.601038,0.032245,2457.82,578.83,8.31,1582.62,356.08,245.33,249.2,16.28,0.0,3.5,425.0,0.0,1.739,0.476,0,25
case_d09ed0b608ae,"Kazan verimi=0.921581 | Chiller COP=3.90103W/W | Sogutma ayar noktasi=29.6091C | Asansor motoru gucu=971.136W | EPS isil iletkenligi=0.05533W/mK | EPS kalinligi=22.6682cm | Isitma ayar noktasi=22.5164C | Sizdirmazlik carpani=1.27258 | Aydinlatma - ofis, salon, atolye=12.0049W/m2 | Aydinlatma - koridor, merdiven, WC=6.76427W/m2",penc_std_4mm,22.516432,29.609146,3.901025,0.921581,12.004898,6.76427,1.272576,971.135743,22.66822,0.05533,1805.2,425.14,33.29,996.73,415.78,214.92,130.67,13.81,0.0,0.83,3590.83,40827.0,2.718,0.731,0,25
case_d12313dd06cd,"Kazan verimi=0.66373 | Chiller COP=2.55409W/W | Sogutma ayar noktasi=22.8251C | Asansor motoru gucu=6486.26W | EPS isil iletkenligi=0.058186W/mK | EPS kalinligi=22.6331cm | Isitma ayar noktasi=15.4053C | Sizdirmazlik carpani=0.637673 | Aydinlatma - ofis, salon, atolye=8.60845W/m2 | Aydinlatma - koridor, merdiven, WC=1.4442W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,15.405321,22.825146,2.554086,0.66373,8.608449,1.444201,0.637673,6486.258616,22.633143,0.058186,3058.03,720.18,0.0,2255.11,254.23,278.17,254.97,15.55,0.0,0.0,571.67,557.0,1.739,0.476,0,25
case_d517f4b6bd47,"Kazan verimi=0.683069 | Chiller COP=5.51035W/W | Sogutma ayar noktasi=24.2971C | Asansor motoru gucu=5550.53W | EPS isil iletkenligi=0.019087W/mK | EPS kalinligi=1.34123cm | Isitma ayar noktasi=15.7757C | Sizdirmazlik carpani=1.21607 | Aydinlatma - ofis, salon, atolye=10.0996W/m2 | Aydinlatma - koridor, merdiven, WC=0.665654W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,15.775691,24.297146,5.510354,0.683069,10.099573,0.665654,1.216066,5550.530828,1.341228,0.019087,1706.68,401.93,0.0,924.57,285.01,267.44,216.64,13.03,0.0,1.0,658.17,1428.0,1.739,0.476,0,25
case_d5db04f027a5,"Kazan verimi=0.957036 | Chiller COP=4.04097W/W | Sogutma ayar noktasi=23.2091C | Asansor motoru gucu=1297.22W | EPS isil iletkenligi=0.056782W/mK | EPS kalinligi=23.6855cm | Isitma ayar noktasi=16.5164C | Sizdirmazlik carpani=1.33573 | Aydinlatma - ofis, salon, atolye=13.0818W/m2 | Aydinlatma - koridor, merdiven, WC=7.20545W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,16.516432,23.209146,4.040966,0.957036,13.081821,7.205446,1.335734,1297.222699,23.685462,0.056782,2442.56,575.24,0.0,1513.93,450.94,218.66,242.01,17.02,0.0,5.0,371.5,187.0,0.892,0.452,0,25
case_d72ae5eddb9c,"Kazan verimi=0.78621 | Chiller COP=6.85729W/W | Sogutma ayar noktasi=26.1531C | Asansor motoru gucu=6840.7W | EPS isil iletkenligi=0.036506W/mK | EPS kalinligi=11.5136cm | Isitma ayar noktasi=22.2942C | Sizdirmazlik carpani=1.21274 | Aydinlatma - ofis, salon, atolye=3.55519W/m2 | Aydinlatma - koridor, merdiven, WC=7.2314W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,22.29421,26.153146,6.857293,0.78621,3.555194,7.231398,1.212742,6840.70096,11.513642,0.036506,1417.37,333.8,18.22,734.15,190.53,282.24,175.38,16.85,0.0,1.5,2913.67,35186.0,1.836,0.595,0,25
case_d765eeb3853b,"Kazan verimi=0.615383 | Chiller COP=7.34709W/W | Sogutma ayar noktasi=23.0171C | Asansor motoru gucu=999.491W | EPS isil iletkenligi=0.032198W/mK | EPS kalinligi=10.5315cm | Isitma ayar noktasi=16.109C | Sizdirmazlik carpani=0.584487 | Aydinlatma - ofis, salon, atolye=5.87472W/m2 | Aydinlatma - koridor, merdiven, WC=4.63624W/m2 | Cam tipi=penc_cont_6_4mm",penc_cont_6_4mm,16.109025,23.017146,7.347089,0.615383,5.874721,4.636242,0.584487,999.49113,10.531478,0.032198,1142.38,269.04,0.0,525.04,220.56,215.24,171.65,9.88,0.0,0.0,777.5,1629.0,1.682,0.353,0,25
case_deb0b82f2518,"Kazan verimi=0.628569 | Chiller COP=3.81356W/W | Sogutma ayar noktasi=22.5179C | Asansor motoru gucu=701.76W | EPS isil iletkenligi=0.052567W/mK | EPS kalinligi=26.8424cm | Isitma ayar noktasi=15.9979C | Sizdirmazlik carpani=1.03656 | Aydinlatma - ofis, salon, atolye=12.5848W/m2 | Aydinlatma - koridor, merdiven, WC=2.06704W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,15.997913,22.517946,3.813561,0.628569,12.58478,2.067038,1.036565,701.759561,26.842418,0.052567,2699.29,635.7,0.0,1787.45,371.1,211.83,310.04,18.88,0.0,2.67,487.5,2424.0,2.673,0.606,0,25
case_df2f057f12cf,"Kazan verimi=0.628276 | Chiller COP=7.69694W/W | Sogutma ayar noktasi=29.2251C | Asansor motoru gucu=6160.17W | EPS isil iletkenligi=0.056735W/mK | EPS kalinligi=21.6159cm | Isitma ayar noktasi=21.4053C | Sizdirmazlik carpani=0.571191 | Aydinlatma - ofis, salon, atolye=7.53153W/m2 | Aydinlatma - koridor, merdiven, WC=1.00302W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,21.405321,29.225146,7.696943,0.628276,7.531526,1.003024,0.571191,6160.171659,21.615901,0.056735,1163.54,274.02,0.0,537.42,219.07,274.43,123.18,9.44,0.0,0.0,4183.17,44849.0,1.836,0.595,0,28
case_e0545b6f4ff7,"Kazan verimi=0.795879 | Chiller COP=4.9156W/W | Sogutma ayar noktasi=23.3371C | Asansor motoru gucu=2629.93W | EPS isil iletkenligi=0.039456W/mK | EPS kalinligi=15.6177cm | Isitma ayar noktasi=21.4424C | Sizdirmazlik carpani=0.903601 | Aydinlatma - ofis, salon, atolye=11.2593W/m2 | Aydinlatma - koridor, merdiven, WC=6.84212W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,21.442358,23.337146,4.915602,0.795879,11.259336,6.842124,0.903601,2629.925913,15.617685,0.039456,2119.05,499.05,26.95,1192.03,396.38,233.94,251.68,18.07,0.0,1.67,438.33,0.0,1.739,0.476,0,25
case_e096b595790f,"Kazan verimi=0.664023 | Chiller COP=4.79315W/W | Sogutma ayar noktasi=24.4379C | Asansor motoru gucu=1027.85W | EPS isil iletkenligi=0.054019W/mK | EPS kalinligi=27.8597cm | Isitma ayar noktasi=18.9979C | Sizdirmazlik carpani=1.09972 | Aydinlatma - ofis, salon, atolye=13.6617W/m2 | Aydinlatma - koridor, merdiven, WC=2.50821W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,18.997913,24.437946,4.793153,0.664023,13.661703,2.508214,1.099723,1027.846518,27.859659,0.054019,2175.16,512.26,0.02,1305.68,406.26,215.57,230.87,16.77,0.0,1.17,474.17,140.0,1.943,0.591,0,25
case_e3d841e6bd2d,"Kazan verimi=0.747532 | Chiller COP=6.00015W/W | Sogutma ayar noktasi=24.5531C | Asansor motoru gucu=6514.61W | EPS isil iletkenligi=0.035054W/mK | EPS kalinligi=10.4964cm | Isitma ayar noktasi=18.2942C | Sizdirmazlik carpani=1.14958 | Aydinlatma - ofis, salon, atolye=2.47827W/m2 | Aydinlatma - koridor, merdiven, WC=6.79022W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,18.29421,24.553146,6.00015,0.747532,2.478271,6.790221,1.149584,6514.614003,10.496401,0.035054,1436.61,338.33,0.15,810.39,155.37,278.5,179.49,12.72,0.0,2.17,829.0,434.0,0.892,0.452,0,25
case_e736bf1df73d,"Kazan verimi=0.989267 | Chiller COP=2.06429W/W | Sogutma ayar noktasi=22.6831C | Asansor motoru gucu=5522.18W | EPS isil iletkenligi=0.042266W/mK | EPS kalinligi=13.513cm | Isitma ayar noktasi=22.1831C | Sizdirmazlik carpani=0.704155 | Aydinlatma - ofis, salon, atolye=2.31259W/m2 | Aydinlatma - koridor, merdiven, WC=2.79368W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,22.183099,22.683099,2.06429,0.989267,2.312591,2.793682,0.704155,5522.17544,13.513048,0.042266,3763.25,886.27,105.27,2992.22,99.31,267.11,273.83,25.49,0.0,0.0,404.5,0.0,2.673,0.606,2,28
case_e82fe05cb7d1,"Kazan verimi=0.979891 | Chiller COP=5.4054W/W | Sogutma ayar noktasi=26.6779C | Asansor motoru gucu=4274.54W | EPS isil iletkenligi=0.035148W/mK | EPS kalinligi=14.6355cm | Isitma ayar noktasi=15.5535C | Sizdirmazlik carpani=1.47535 | Aydinlatma - ofis, salon, atolye=13.5789W/m2 | Aydinlatma - koridor, merdiven, WC=4.24697W/m2",penc_std_4mm,15.553469,26.677946,5.405398,0.979891,13.578863,4.246969,1.475346,4274.538389,14.635521,0.035148,1836.94,432.61,0.0,959.7,426.41,252.8,185.01,13.01,0.0,2.83,2952.83,36793.0,2.718,0.731,0,25
case_eacebed5195d,"Kazan verimi=0.969929 | Chiller COP=6.48995W/W | Sogutma ayar noktasi=29.4171C | Asansor motoru gucu=673.404W | EPS isil iletkenligi=0.030746W/mK | EPS kalinligi=9.51424cm | Isitma ayar noktasi=22.109C | Sizdirmazlik carpani=0.52133 | Aydinlatma - ofis, salon, atolye=4.7978W/m2 | Aydinlatma - koridor, merdiven, WC=4.19507W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,22.109025,29.417146,6.489946,0.969929,4.797798,4.195066,0.52133,673.404174,9.514237,0.030746,985.33,232.05,5.12,463.92,185.4,211.5,111.57,7.82,0.0,0.0,3912.17,41024.0,1.739,0.476,0,25
case_ed3f0db73ec7,"Kazan verimi=0.805548 | Chiller COP=2.43164W/W | Sogutma ayar noktasi=27.3051C | Asansor motoru gucu=4203.65W | EPS isil iletkenligi=0.048025W/mK | EPS kalinligi=15.5125cm | Isitma ayar noktasi=22.072C | Sizdirmazlik carpani=1.39224 | Aydinlatma - ofis, salon, atolye=14.9871W/m2 | Aydinlatma - koridor, merdiven, WC=5.83001W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,22.071988,27.305146,2.431637,0.805548,14.987147,5.830014,1.392244,4203.64992,15.512453,0.048025,3010.72,709.04,8.12,2081.23,485.36,251.99,169.73,14.28,0.0,0.83,3720.17,39714.0,1.943,0.591,0,25
case_ed992eb927c6,"Kazan verimi=0.937697 | Chiller COP=2.34417W/W | Sogutma ayar noktasi=28.5211C | Asansor motoru gucu=3934.27W | EPS isil iletkenligi=0.045262W/mK | EPS kalinligi=19.6867cm | Isitma ayar noktasi=16.4424C | Sizdirmazlik carpani=1.15623 | Aydinlatma - ofis, salon, atolye=1.56703W/m2 | Aydinlatma - koridor, merdiven, WC=1.13278W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,16.442358,28.521146,2.344173,0.937697,1.567029,1.132782,1.156233,3934.273739,19.686651,0.045262,1831.17,431.25,0.11,1389.31,57.49,248.9,128.02,7.33,0.0,0.5,3849.17,38247.0,2.673,0.606,0,25
