Hourly,TZ_ASNSR:Zone Air Relative Humidity[%],TZ_ATOLYE:Zone Air Relative Humidity[%],TZ_KONFSALON:Zone Air Relative Humidity[%],TZ_KORIDOR:Zone Air Relative Humidity[%],TZ_MECODA:Zone Air Relative Humidity[%],TZ_MERDVN:Zone Air Relative Humidity[%],TZ_ODA:Zone Air Relative Humidity[%],TZ_WC:Zone Air Relative Humidity[%],TZ_ASNSR:Zone Air Temperature[C],TZ_ATOLYE:Zone Air Temperature[C],TZ_KONFSALON:Zone Air Temperature[C],TZ_KORIDOR:Zone Air Temperature[C],TZ_MECODA:Zone Air Temperature[C],TZ_MERDVN:Zone Air Temperature[C],TZ_ODA:Zone Air Temperature[C],TZ_WC:Zone Air Temperature[C]
2006-Apr-19 18:00:00,56.16494334162138,44.307617707798954,44.71902623235349,47.90323191809171,38.77956656127335,31.242727683203686,43.997867104319646,30.006631693733297,16.912167564828717,23.999985602761054,23.999998678492798,23.999999071781975,21.959554726461878,23.99999877151417,23.999995374953112,23.99999255659384
2006-Apr-19 19:00:00,58.364213739023334,43.90815074364332,47.163100233377314,48.030049857505894,39.82166311950301,31.909240305809078,43.925663827405,30.25358527130541,16.24484128316374,23.89299606204423,22.79691443141151,23.759040722779144,21.739718201267262,23.910553622576757,23.810185869217126,23.99998570378987
2006-Apr-19 20:00:00,57.06881788284539,43.40508407326601,47.76997070726503,47.63634041575887,40.24799064284342,32.42737063770172,43.69485488362864,30.395319627338107,16.47344615226776,23.638916741122994,22.0683070591645,23.490073547625204,21.629780716381045,23.778045969341154,23.4967445670417,23.999995357361048
2006-Apr-19 21:00:00,57.29941916205658,42.86070132351072,46.572572280110954,47.01997518660232,40.54349622767261,32.89648976373232,43.354902657233744,30.53362495327417,16.313680977965394,23.41956243582141,22.0000082146132,23.294852948047374,21.555479359920966,23.661774225024132,23.23799511363329,23.999998890700294
2006-Apr-19 22:00:00,57.45581825244997,41.723608786094324,44.686681025035945,46.12333711846755,39.686050530461834,32.90377100716348,42.58783942033803,30.61287767167413,16.09878826121332,23.632026317556296,22.421247261566467,23.382576297893802,21.9234179887127,23.724581392572556,23.31882934813505,23.999999580681244
2006-Apr-19 23:00:00,55.05533509207638,41.150973832899616,43.696471378101414,45.65931264824017,39.365365934986706,32.86276540560104,42.16958952294214,30.629500255866805,16.408476483004875,23.726271444717337,22.643816496577514,23.422382425463457,22.027175237768862,23.757887127251667,23.35601844064571,23.999997633879616
2006-Apr-20 00:00:00,57.312928673744494,40.62648138166233,43.21522717338681,45.164925745313525,39.35598644643327,32.79900206979746,41.6634679903727,30.638078608396132,15.479928986540324,23.79213327207114,22.664408457935192,23.465191637865164,21.982338297216526,23.7938507319155,23.419846002505306,23.999999544629663
2006-Apr-20 01:00:00,52.268398101741646,40.5733319743085,42.84526554000929,45.100497648431286,39.357660085875516,32.939791560223966,41.70251306014379,30.64654637211793,16.625352978594922,23.66095916570156,22.635889412017963,23.346609418698776,21.921743006821817,23.723126370931567,23.263721016272882,23.999995536271012
2006-Apr-20 02:00:00,55.133485618737176,40.64311450328825,42.54003661291452,45.1502361799669,39.37680179605477,33.120023855967865,41.861932429187476,30.65387302243299,15.788679596363528,23.491904700011407,22.60122671739404,23.19664553223274,21.85949382854842,23.632072785850564,23.069538002702913,23.999998820176106
2006-Apr-20 03:00:00,52.672718606400565,40.72451208320249,42.27080794660866,45.20201880860426,39.42723828076321,33.306359773768655,42.028247871968254,30.726872922757796,16.57454516069852,23.33179018951439,22.568670724077545,23.05519971410408,21.79673557825412,23.54395420682594,22.88537059004811,23.96822728337364
2006-Apr-20 04:00:00,54.57261068991559,40.80658114528902,41.99858472885884,45.25225672589135,39.47407763720921,33.49808104806346,42.19951810892335,30.902104064956863,16.088082490181836,23.174235424796105,22.533806885319205,22.91604138028941,21.729191349829165,23.454164189164985,22.705279142875494,23.883926000316496
